Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/modern-masterpieces-world-literature,Humanities,https://pll.harvard.edu/subject/humanities,Online,Modern Masterpieces of World Literature,Examine how great modern writers capture the intricacies of our globalized world and how their works circulate within that world to find their own audiences.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/rhetoric-art-persuasive-writing-and-public-speaking,Humanities,https://pll.harvard.edu/subject/humanities,Online,Rhetoric: The Art of Persuasive Writing and Public Speaking,Gain critical communication skills in writing and public speaking with this introduction to American political rhetoric.,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/china-humanities-individual-chinese-culture,Humanities,https://pll.harvard.edu/subject/humanities,Online,China Humanities: The Individual in Chinese Culture,"Explore Chinese history and culture from the perspective of the individual through philosophical texts, literary works, and art.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/science-and-cooking,Science,https://pll.harvard.edu/subject/science,Online,Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),"Top chefs and Harvard researchers explore how everyday cooking and haute cuisine can illuminate basic principles in chemistry, physics, and engineering. Learn about food molecules and how chemical reactions can affect food texture and flavor.",Free,Harvard Kennedy School,16 weeks long,Available now
https://pll.harvard.edu/course/food-fermentation-science-cooking-microbes,Science,https://pll.harvard.edu/subject/science,Online,Food Fermentation: The Science of Cooking with Microbes,"Explore the roles that microbes play in the production, preservation, and enhancement of diverse foods in a variety of culinary traditions, and learn about the history of food fermentations.",Free,Harvard Kennedy School,14 weeks long,Available now
https://pll.harvard.edu/course/managing-happiness,Business,https://pll.harvard.edu/subject/business,Online,Managing Happiness,Happiness is within your control. Write your own ending.,Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/machine-learning-and-ai-python,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Machine Learning and AI with Python,"Learn how to use decision trees, the foundational algorithm for your understanding of machine learning and artificial intelligence.",Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/shakespeares-life-and-work,Humanities,https://pll.harvard.edu/subject/humanities,Online,Shakespeare's Life and Work,"Learn how to read William Shakespeare's plays through his biography, Elizabethan and Jacobean history, and modern performance.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/shakespeares-merchant-venice-shylock,Art & Design,https://pll.harvard.edu/subject/art-design,Online,Shakespeare’s Merchant of Venice: Shylock,An exploration of the magnetic and ambivalent character of Shylock in William Shakespeare’s .,Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/shakespeares-hamlet-ghost,Humanities,https://pll.harvard.edu/subject/humanities,Online,Shakespeare’s Hamlet: The Ghost,An exploration of the haunting figure at the heart of one of William Shakespeare’s most famous plays.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/shakespeares-othello-moor,Humanities,https://pll.harvard.edu/subject/humanities,Online,Shakespeare’s Othello: The Moor,Explore acts of storytelling in Shakespeare’s Othello alongside world-class artists who interpret Othello’s story in new forms and contexts today.,Free,Harvard Kennedy School,4 weeks long,Available now
https://pll.harvard.edu/course/science-cooking-haute-cuisine-soft-matter-science-physics,Science,https://pll.harvard.edu/subject/science,Online,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),"Top chefs and Harvard researchers explore how traditional and modernist cooking techniques can illuminate basic principles in chemistry, physics, and engineering. Learn about elasticity, viscosity, mayonnaise, baking, and more!",Free,Harvard Kennedy School,16 weeks long,Available now
https://pll.harvard.edu/course/japanese-books-manuscript-print,Humanities,https://pll.harvard.edu/subject/humanities,Online,Japanese Books: From Manuscript to Print,"Study Japanese scroll art as text and as ""little movies"" that immerse the viewer through visual narration.",Free,Harvard Kennedy School,Self-paced,Available now
https://pll.harvard.edu/course/ph556x-practical-improvement-science-health-care-roadmap-getting-results,Business,https://pll.harvard.edu/subject/business,Online,Practical Improvement Science in Health Care: A Roadmap for Getting Results,"Learn the skills and tools of improvement science to make positive changes in health, healthcare, and your daily life.",Free,Harvard Kennedy School,7 weeks long,Available now
https://pll.harvard.edu/course/tangible-things,Humanities,https://pll.harvard.edu/subject/humanities,Online,Tangible Things,"Gain an understanding of history, museum studies, and curation by looking at, organizing, and interpreting art, artifacts, scientific curiosities, and the stuff of everyday life.",Free,Harvard Kennedy School,10 weeks long,Available now
https://pll.harvard.edu/course/data-science-r-basics,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: R Basics,"Build a foundation in R and learn how to wrangle, analyze, and visualize data.",Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-visualization,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Visualization,Learn basic data visualization principles and how to apply them using ggplot2.,Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-probability,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Probability,Learn probability theory — essential for a data scientist — using a case study on the financial crisis of 2007–2008.,Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-inference-and-modeling,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Inference and Modeling,Learn inference and modeling: two of the most widely used statistical tools in data analysis.,Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-productivity-tools,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Productivity Tools,"Keep your projects organized and produce reproducible reports using GitHub, git, Unix/Linux, and RStudio.",Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-wrangling,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Wrangling,Learn to process and convert raw data into formats needed for analysis.,Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-machine-learning,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Data Science: Machine Learning,Build a movie recommendation system and learn the science behind one of the most popular and successful data science techniques.,Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-linear-regression,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Linear Regression,"Learn how to use R to implement linear regression, one of the most common statistical modeling approaches in data science.",Free,Harvard Kennedy School,8 weeks long,Available now
https://pll.harvard.edu/course/data-science-capstone,Data Science,https://pll.harvard.edu/subject/data-science,Online,Data Science: Capstone,Show what you’ve learned from the Professional Certificate Program in Data Science.,Free,Harvard Kennedy School,2 weeks long,Available now
https://pll.harvard.edu/course/fundamentals-tinyml,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Fundamentals of TinyML,"Focusing on the basics of machine learning and embedded systems, such as smartphones, this course will introduce you to the “language” of TinyML.",Free,Harvard Kennedy School,5 weeks long,Available now
https://pll.harvard.edu/course/applications-tinyml,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Applications of TinyML,"Get the opportunity to see TinyML in practice. You will see examples of TinyML applications, and learn first-hand how to train these models for tiny applications such as keyword spotting, visual wake words, and gesture recognition.",Free,Harvard Kennedy School,6 weeks long,Available now
https://pll.harvard.edu/course/deploying-tinyml,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,Deploying TinyML,"Learn to program in TensorFlow Lite for microcontrollers so that you can write the code, and deploy your model to your very own tiny microcontroller. Before you know it, you’ll be implementing an entire TinyML application.",Free,Harvard Kennedy School,6 weeks long,Available now
