Link,Name,Availability,Mode,About Course,Duration,Number of meetings
https://www.conted.ox.ac.uk/courses/writing-lives-online?code=O24P471CRV,Writing Lives (Online),Available,Online - flexible- Short courses,"Is there a true story that only you can tell? This course is designed to provide you with the skills you need to turn experiences, recollections and real-life phenomena into literary works that are enjoyable and accessible to a wider audience.","Wed 23 Apr 2025- 04 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/a-fight-for-liberty-revolution-in-britain-america-and-france-16421799?code=O24P752HIZ,"A Fight for Liberty? Revolution in Britain, America, and France, 1642-1799",Available,Online - live- Short courses,Why did revolution break out again and again during the tumultuous 17th and 18th centuries? And why did they play such a key role in shaping the very nature of modern western political culture? Explore with us this fascinating topic!,"Thu 24 Apr 2025- 26 Jun 2025, 2:00 - 3:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/archaeology-and-the-antiquarians?code=O24P415AHW,Archaeology and the Antiquarians,Available,In-person weekly- Short courses,"We have much to learn from the antiquarians about ancient sites and archaeological landscapes.  John Aubrey, William Stukeley and Stonehenge and Avebury will be our primary case studies. We also consider and compare other antiquarians and ancient sites.","Thu 24 Apr 2025- Thu 26 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/architecture-on-the-tracks-railway-architecture-from-the-1830s-to-the-present?code=O24P425HCW,"Architecture on the Tracks: Railway Architecture, 1830s to Today",Available,In-person weekly- Short courses,"Architecture on the Tracks, Railway Architecture from the 1830s to the PresentRailways transformed the world and introduced new kinds of buildings; stations, hotels, viaducts and tunnel portals. We will explore this exciting range of new buildings.","Thu 24 Apr 2025- Thu 26 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/food-metabolism-and-human-well-being?code=O24P433BIW,Food Metabolism and Human Well-being,Available,In-person weekly- Short courses,"This course offers a broader understanding of the key roles of food in promoting well-being.  Topics includes the fundamentals of food metabolism, its function in disease prevention, and the critical relevance of hormone regulation in metabolic processes.","Thu 24 Apr 2025- Thu 26 Jun 2025, 4:30 - 6:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/german-beginners-consolidation?code=O24P618XDW,German: Elementary - Consolidation,Available,In-person weekly- Short courses,"This interactive course further develops the participants' language skills and understanding of the culture, society and daily life in the German-speaking countries.","Thu 24 Apr 2025- Thu 26 Jun 2025, 5:00 - 7:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/german-lower-intermediate-3rd-term?code=O24P620XDW,German: Lower Intermediate - Consolidation,Available,In-person weekly- Short courses,This German consolidation course is based on the syllabus of the previous terms and is primarily tailored to meet the needs of those who completed the weekly class. New students who are at the appropriate level of proficiency are also welcome.,"Thu 24 Apr 2025- Thu 26 Jun 2025, 7:15 - 9:15pm",10 meetings
https://www.conted.ox.ac.uk/courses/great-moral-issues-in-contemporary-society?code=O24P549THW,Great Moral Issues in Contemporary Society,Available,In-person weekly- Short courses,"An introduction to some great moral issues: animals, abortion, euthanasia, immigration, multiculturalism, freedom of speech and religion, capital punishment, war, world hunger, economic justice. Each week, we'll address an issue and the debate around it.","Thu 24 Apr 2025- Thu 26 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/how-else-could-we-organise-the-economic-system?code=O24P527SOW,How else could we organise the economic system?,Available,In-person weekly- Short courses,"Many people hate capitalism and wish to replace it, but what with? This short course considers prominent alternatives to capitalism and how they could work.","Thu 24 Apr 2025- Thu 26 Jun 2025, 10:30am - 12:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/japanese-lower-intermediate-consolidation?code=O24P619XJW,Japanese: Lower Intermediate - Consolidation,Available,In-person weekly- Short courses,This Japanese consolidation course is based on the syllabus of the previous terms and is primarily tailored to meet the needs of those who completed the weekly class. New students who are at the appropriate level of proficiency are also welcome.,"Thu 24 Apr 2025- Thu 26 Jun 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/korean-beginners-3rd-term?code=O24P617XKW,Korean: Elementary - Consolidation,Available,In-person weekly- Short courses,This Korean consolidation course is based on the syllabus of the previous terms and is primarily tailored to meet the needs of those who completed the weekly class. New students who are at the appropriate level of proficiency are also welcome.,"Thu 24 Apr 2025- Thu 26 Jun 2025, 5:00 - 7:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/latin-elementary-consolidation?code=O24P720XLZ,Latin: Elementary - Consolidation,Available,Online - live- Short courses,"This course introduces you to the basic principles of Classical Latin. It provides a firm basis of grammar, sentence structure and vocabulary of the language, through which you will be able to read and translate into English Roman drama in adaptation.","Thu 24 Apr 2025- 26 Jun 2025, 4:30 - 5:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/latin-elementary-consolidation?code=O24P723XLZ,Latin: Lower Intermediate - Consolidation,Available,Online - live- Short courses,"This course introduces you to the basic principles of Classical Latin. It provides a firm basis of grammar, sentence structure and vocabulary of the language, through which you will be able to read and translate into English Roman drama in adaptation.","Thu 24 Apr 2025- 26 Jun 2025, 12:30 - 1:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/marxs-capital?code=O24P511PHW,Marx’s Capital,Available,In-person weekly- Short courses,"Marx's Capital is one of the most famous and consequential books of the last two hundred years. Melding philosophy, political economy, history and more, delivered in a pungent literary style, it remains one of the classic accounts of the modern condition.","Thu 24 Apr 2025- Thu 26 Jun 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/mindfulness-and-meditation-the-art-and-science-of-self-transformation?code=O24P799THZ,Mindfulness and Meditation: The Art and Science of Self-transformation,Available,Online - live- Short courses,"Explore the theory and practice of mindfulness/meditation effects within Eastern and Western religious traditions and in a modern therapeutic context. Try out various techniques. Learn about the art and science of meditation, including its controversies.","Thu 24 Apr 2025- 26 Jun 2025, 2:30 - 3:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/musical-literacy?code=O24P563MSW,Musical Literacy,Available,In-person weekly- Short courses,"This course will cover the basics of reading and writing down music and also, the theory that underpins it - notation, rhythm, melody, harmony and form - relating theory to practice with examples from over three centuries of repertoire.","Thu 24 Apr 2025- Thu 26 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/pandemic-data-science?code=O24P727COZ,Pandemic Data Science,Available,Online - live- Short courses,Data science is revolutionising our healthcare systems and pandemic preparedness. This course will highlight some of key contributions that data science has made to shaping our response to the COVID-19 pandemic.,"Thu 24 Apr 2025- 26 Jun 2025, 4:00 - 5:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/portuguese-elementary-consolidation?code=O24P604XPW,Portuguese: Elementary - Consolidation,Available,In-person weekly- Short courses,This Portuguese consolidation course is based on the syllabus of the previous terms and is primarily tailored to meet the needs of those who completed the weekly class. New students who are at the appropriate level of proficiency are also welcome.,"Thu 24 Apr 2025- Thu 26 Jun 2025, 7:15 - 9:15pm",10 meetings
https://www.conted.ox.ac.uk/courses/prehistoric-art?code=O24P704AHZ,Prehistoric Art,Available,Online - live- Short courses,"The art of prehistoric Europe is rich with imagery such as cave paintings, carvings, body ornamentation and frescoes. This course considers a range of sites and artefacts in our exploration of the unique and creative ways people visualised their world.","Thu 24 Apr 2025- 26 Jun 2025, 6:30 - 7:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/python-programming-for-data-science-introduction?code=O24P736COZ,Python Programming for Data Science: Introduction,Available,Online - live- Short courses,"Gain insight into the most important programming tools using the Python programming language, for obtaining data, bringing it into a usable form, exploring and modelling it, and for presenting discoveries to a wider audience.","Thu 24 Apr 2025- 26 Jun 2025, 7:30 - 8:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/reading-literature-critically?code=O24P488LTW,Reading Literature Critically,Available,In-person weekly- Short courses,"With an emphasis on close critical analysis, this course is designed to enable you to become a more attentive, appreciative and critical reader of literary texts.","Thu 24 Apr 2025- Thu 26 Jun 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/international-ethics-and-global-justice?code=O24P779PHZ,Should we do more for the poor beyond the borders?,Available,Online - live- Short courses,"Explore the ethical and economic issues arising from an unequal world with borders. Should we focus more on the poorest in the world and less on our fellow citizens? What are the implications for various policies such as trade, aid, tax and immigration?","Thu 24 Apr 2025- 26 Jun 2025, 7:00 - 8:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-archaeology-of-the-classical-world-an-introduction?code=O24P706AHZ,The Archaeology of the Classical World: An Introduction,Available,Online - live- Short courses,"This introductory course introduces the Classical World through an exploration of the archaeology of the cities, villages, temples and daily lives of two ancient Mediterranean societies: the Greeks and the Romans.","Thu 24 Apr 2025- 26 Jun 2025, 3:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-political-economy-of-the-end-of-human-civilisation?code=O24P790SOZ,The Political Economy of the End of Human Civilisation,Available,Online - live- Short courses,Climate change will cause agricultural land to turn into deserts. Artificial intelligence will make millions of people out of work. Biotechnology will increase life spans will strain the welfare systems of countries as will mass migration.,"Thu 24 Apr 2025- 26 Jun 2025, 5:00 - 6:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-quantum-universe?code=O24P519ASW,The Quantum Universe,Available,In-person weekly- Short courses,"The course covers the development of the notion of quanta, from its origin as a solution to the problem of radiation emission, to its possible ultimate consequence - the quantisation of space and time.","Thu 24 Apr 2025- Thu 26 Jun 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/twisted-columns-the-history-of-baroque-architecture?code=O24P418HCW,Twisted Columns: The History of Baroque Architecture,Available,In-person weekly- Short courses,"Masses, oval shapes, and twisted columns are features of Baroque architecture. The course retraces its origins and look into the best examples of European and English Baroque from Francesco Borromini, Filippo Juvarta to Christopher Wren and James Gibbs.","Thu 24 Apr 2025- Thu 26 Jun 2025, 10:30am - 12:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/a-brief-history-of-physics-from-galileo-to-the-20th-century-and-beyond?code=O24P520PYW,A Brief History of Physics from Galileo to the 20th Century and Beyond,Available,In-person weekly- Short courses,"We will look at the epoch-making work of Galileo and how he influenced Newton as well as the toppling of the Aristotelian world view. After Newton, we will look at more classical physicists and conclude with Relativity, Particle and Quantum Physics.","Fri 25 Apr 2025- Fri 27 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/alan-turing-and-the-birth-of-modern-computing?code=O24P495MAW,Alan Turing and the Birth of Modern Computing,Available,In-person weekly- Short courses,Explore Alan Turing's contributions to the foundations of computing including how the Turing Machine - his mathematical model of the computer - helps define basic computational steps and the theoretical limits of computation.,"Fri 25 Apr 2025- Fri 27 Jun 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/ancient-greek-elementary-consolidation?code=O24P726XAZ,Ancient Greek: Elementary - Consolidation,Available,Online - live- Short courses,"This 10-week consolidation course is based on the syllabus of the previous two terms and is primarily tailored to meet the needs of students who completed the weekly class, but new students who are at the appropriate level of proficiency are also welcome.","Fri 25 Apr 2025- 27 Jun 2025, 4:30 - 5:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/british-landscape-painters-eric-ravilious-john-nash-gilbert-spencer?code=O24P474ARW,"British Landscape Painters: Eric Ravilious, John Nash, Gilbert Spencer",Available,In-person weekly- Short courses,"Discover how Ravilious, Nash and Spencer immersed themselves in the British landscape, capturing the essence of the countryside in their artworks.","Fri 25 Apr 2025- Fri 27 Jun 2025, 12:30 - 2:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/political-economy-of-taxation?code=O24P789SOZ,Political Economy of Taxation,Available,Online - live- Short courses,"Taxation affects us all, and people often complain about it, but how can the system be improved? This introductory course for the lay person gives you the tools to analyse and assess potential tax system reforms.","Fri 25 Apr 2025- 27 Jun 2025, 2:00 - 3:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/an-introduction-to-programming-in-r?code=O24P741COZ,R Programming for Data Science: Introduction,Available,Online - live- Short courses,"Learn about R programming with this online course. At an introductory level, this course provides you with a solid foundation of the R programming language. Here you will learn the basics of R and gradually move to data processing and manipulation.","Fri 25 Apr 2025- 27 Jun 2025, 5:00 - 6:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/walking-the-past?code=O24P416AHW,Walking the Past,Available,In-person weekly- Short courses,"There are archaeological sites all around us: hillforts and stone circles, Roman towns, ancient fields and roads. During this course, we will venture out and look at the archaeological landscape.","Fri 25 Apr 2025- Fri 30 May 2025, 10:00am - 12:00pm",6 meetings
https://www.conted.ox.ac.uk/courses/espionage-terrorism-and-warfare-in-the-cyber-age?code=O24P179COJ,"Espionage, Terrorism and Warfare in the Cyber Age",Available,Online - live- Short courses- Hybrid - in person or online,"Providing an overview of the digital revolution’s impact on international security. The day comprises four lectures that will explore the internet’s evolution, and cyber’s impact on espionage, warfare and terrorism.","Sat 26 Apr 2025, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/oxford-college-gardens?code=O24P110HCJ,Oxford College Gardens,Available,In-person day/weekend- Short courses,"An exploration of Oxford University’s hidden college gardens, past and present. The college gardens current multifaceted role as a retreat and refuge, as a counterpart to the dense urban grain and as a source of college income will be evaluated.","Sat 26 Apr 2025, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/the-psychology-of-happiness?code=O24P203PCJ,The Psychology of Happiness,Available,In-person day/weekend- Short courses,Searching for happiness has been a major preoccupation through the centuries. Explore the concept of happiness from a psychological perspective at this day event in Oxford.,"Sat 26 Apr 2025, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/a-history-of-british-and-irish-poetry-from-barrett-browning-to-paul-muldoon?code=O24P621LTW,A History of British and Irish Poetry from Barrett Browning to Paul Muldoon,Available,In-person weekly- Short courses,"Ever wanted to know more about poetry but didn't know where to start? If so, this lively and accessible course is for you. Together, we will close read a selection of poetry from c.1850 to now, from Britain and Ireland, in relation to its wider contexts.","Mon 28 Apr 2025- Mon 14 Jul 2025, 10:30am - 12:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/academic-literacy-online?code=O24P627SKV,Academic Literacy: An Introduction (Online),Available,Online - flexible- Short courses,"If you are new to higher education, or have not studied for some time, you may find it useful to brush up your reading, note-making and essay-writing skills, and to revisit the basic rules of punctuation and grammar.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/advanced-coaching?code=O24P540PCW,Advanced Coaching,Available,In-person weekly- Short courses,"This course helps any coach deepen their practice in various ways: enhancing intervention skills, better understanding clients' needs, drawing on evidence, exploring attitudes to work/clients, and expanding client bases and professional standing.","Mon 28 Apr 2025- Mon 14 Jul 2025, 6:30 - 9:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/ancient-egypt-an-introduction-online?code=O24P376AHV,Ancient Egypt: An Introduction (Online),Available,Online - flexible- Short courses,"From royal pyramids, court artisans and powerful pharaohs, to grandiose temples, mysterious gods and foreign invasions, participants will experience the world of ancient Egypt, its highs and lows, and the rich tapestry of its culture.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/ancient-greek-lower-intermediate-consolidation?code=O24P717XAZ,Ancient Greek: Lower Intermediate - Consolidation,Available,Online - live- Short courses,"Ancient Greek is the language of Homer, Sophocles, Plato, the New Testament and many other texts. This class is for students who have either completed Ancient Greek 1 or have prior knowledge of Ancient Greek from elsewhere.","Mon 28 Apr 2025- 14 Jul 2025, 4:30 - 5:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/archaeology-in-practice-online?code=O24P644AHV,Archaeology in Practice (Online),Available,Online - flexible- Short courses,"How do archaeologists recognise and interpret the lives of past peoples and their societies? An introduction to the methods and techniques of archaeological enquiry, from initial site survey and excavation to scientific analysis.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/introduction-to-artificial-intelligence-online?code=O24P601COV,Artificial Intelligence Concepts: An Introduction (Online),Available,Online - flexible- Short courses,"Aimed at a general audience, including professionals and those with no prior knowledge, this course provides an essential introduction to the key topics underpinning Artificial Intelligence.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/artificial-intelligence-applications?code=O24P630COV,Artificial Intelligence Concepts: Practical Applications (Online),Available,Online - flexible- Short courses,"Understanding the impact of Artificial Intelligence, now and in the future, is a key skill in the knowledge economy. This course develops a critical understanding of real-world AI applications by introducing various case studies to a general audience.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/introduction-to-biblical-studies-the-bible-its-content-and-theology?code=O24P803THZ,"Biblical Studies: The Bible, Its Content and Theology: An Introduction",Available,Online - live- Short courses,"Introduction to the content of the Old Testament/Hebrew Bible and the New Testament, together with their religious and socio-political backgrounds, languages and main theological themes and interpretations.","Mon 28 Apr 2025- 14 Jul 2025, 5:30 - 6:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/britain-and-its-empire-online?code=O24P449HIV,Britain and Its Empire (Online),Available,Online - flexible- Short courses,This course examines the rise and fall of the British Empire and its manifold legacies in Britain and beyond.,"Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/c-part-1-introduction-to-object-oriented-programming?code=O24P774COZ,C++ Programming: Introduction,Available,Online - live- Short courses,"C++ will be used to introduce object-oriented programming, commencing at an introductory level. We will move onto encapsulation, inheritance, polymorphism, software engineering, dynamic data allocation, recursion as well as the standard template library.","Mon 28 Apr 2025- 14 Jul 2025, 10:00 - 11:00am",10 meetings
https://www.conted.ox.ac.uk/courses/classical-architecture-a-design-workshop?code=O24P423HCW,Classical Architecture: A Design Workshop,Available,In-person weekly- Short courses,"An introduction to classical design in architecture, its ancient origins, its impact on Oxford architecture and modern examples. To include demonstrations by well-known modern practitioners and the chance for students to create their own designs.","Mon 28 Apr 2025- Mon 14 Jul 2025, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-counselling?code=O24P541PCW,Counselling: An Introduction,Available,In-person weekly- Short courses,"An introduction to the main schools of Counselling and Psychotherapy, as well as to basic counselling skills. Sessions will include presentations and discussions, and skills practice sessions in groups of 2 to 4 people. No previous experience is required.","Mon 28 Apr 2025- Mon 14 Jul 2025, 7:30 - 9:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/dickens?code=O24P485LTW,Dickens,Available,In-person weekly- Short courses,"This course explores the works, life, and contexts of one of English literature's greatest authors.","Mon 28 Apr 2025- Mon 14 Jul 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/french-lower-intermediate-consolidation?code=O24P605XFW,French: Lower Intermediate - Consolidation,Available,In-person weekly- Short courses,"This interactive course further develops the participants' language skills and understanding of the culture, society and daily life in the French-speaking countries.","Mon 28 Apr 2025- Mon 14 Jul 2025, 7:30 - 9:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/fundamental-characterisation-for-nanotechnology?code=O24C523F2Y,Fundamental Characterisation for Nanotechnology,Available,Short intensive- Professional development,"This ten-week online course will survey the range of techniques and methodologies used to determine the nature and composition of nanoparticles, thin films and nanostructures. It includes a hands-on visit to Begbroke Science Park over two days.","Mon 28 Apr 2025- 06 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/italian-intermediate-consolidation?code=O24P602XIW,Italian: Intermediate - Consolidation,Available,In-person weekly- Short courses,This Italian consolidation course is based on the syllabus of the previous terms and is primarily tailored to meet the needs of those who completed the weekly class. New students who are at the appropriate level of proficiency are also welcome.,"Mon 28 Apr 2025- Mon 14 Jul 2025, 4:30 - 6:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/learn-to-sing-ii?code=O24P561MSW,Learn to Sing - II,Available,In-person weekly- Short courses,"A practical course for singers who have attended Learn to Sing I or have other singing experience. Singing technique will be discussed and repertoire explored but the course will focus on workshop sessions, working on interpretation and vocal technique.","Mon 28 Apr 2025- Mon 14 Jul 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/macroeconomics-an-introduction-online?code=O24P476SOV,Macroeconomics: An Introduction (Online),Available,Online - flexible- Short courses,"This course provides a detailed introduction to, and encompasses the fundamentals of macroeconomics. On completion of the course you will have the ability to critically assess real-world macroeconomic developments at first-year undergraduate level.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/microeconomics-an-introduction-online?code=O24P442SOV,Microeconomics: An Introduction (Online),Available,Online - flexible- Short courses,"This course provides a detailed introduction to microeconomics. On completion of the course, students will have the ability to understand and apply the principles of microeconomics at first-year undergraduate level.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/new-testament-hermeneutics-from-christs-passion-to-ascension?code=O24P547THW,New Testament Hermeneutics: From Christ's Passion to Ascension,Available,In-person weekly- Short courses,The narrative of the last days of Jesus is a subject of great interest for biblical and theological studies. This course will analyse the main interpretations and meanings given throughout history to a story that still raises many questions.,"Mon 28 Apr 2025- Mon 14 Jul 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/psychology-an-introduction-online?code=O24P554PCV,Psychology: An Introduction (Online),Available,Online - flexible- Short courses,"This course introduces the science of psychology, exploring the richness of human functions, uncovering the brain's secrets and revealing its complexities. Studies from biological, psychodynamic, cognitive, behavioural and social approaches are presented.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/public-policy-economics-online?code=O24P477SOV,Public Policy Economics (Online),Available,Online - flexible- Short courses,"All of us are affected by government policies, and governments place particular emphasis on economic policies. This course will equip you to evaluate the economic arguments made about public policy choices.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/reading-and-writing-poetry?code=O24P446CRW,Reading and Writing Poetry,Available,In-person weekly- Short courses,"This course is for those who have always wanted to write poetry, but have never actually tried, and it will take place within an encouraging and supportive environment.","Mon 28 Apr 2025- Mon 14 Jul 2025, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/statistical-computing-for-health-care-research?code=O24C009B9Y,Statistical Computing for Health Care Research,Available,Online - flexible- Professional development,This fully online course is designed to complement your statistical skills with expert methods in R,"Mon 28 Apr 2025- 20 Jun 2025, ",NA
https://www.conted.ox.ac.uk/courses/statistics-for-clinical-trials?code=O24C069B9Y,Statistics for Clinical Trials,Available,Short intensive- Professional development,"Plan, execute and interpret the statistical analysis of clinical trials.","Mon 28 Apr 2025- 02 May 2025, ",NA
https://www.conted.ox.ac.uk/courses/systematic-reviews?code=O24C187B9Y,Systematic Reviews,Available,Short intensive- Professional development,"Covering the process of doing a systematic review, focusing on practicalities and emphasising how and why this qualifies as scientific research.","Mon 28 Apr 2025- 02 May 2025, ",NA
https://www.conted.ox.ac.uk/courses/the-history-and-evolution-of-counselling-and-psychotherapy?code=O24P539PCW,The History and Evolution of Counselling and Psychotherapy,Available,In-person weekly- Short courses,"Explore the fascinating evolution of psychotherapy from its philosophical roots to modern methods. Engage with key theories, dissect transformative ideas, and prepare to shape future therapeutic practices. Open to all, but great CPD for practitioners!","Mon 28 Apr 2025- Mon 14 Jul 2025, 2:30 - 4:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-impressionists-painting-modern-life-online?code=O24P628ARV,The Impressionists: Painting Modern Life (Online),Available,Online - flexible- Short courses,"Examine the major concerns of artists such as Cézanne, Monet, Manet and Degas and their intimate interaction with modern life.","Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/the-wars-of-the-roses-power-politics-and-personalities-online?code=O24P459HIV,"The Wars of The Roses: Power, Politics and Personalities (Online)",Available,Online - flexible- Short courses,The recent discovery of Richard III's remains in Leicester highlights the dynamic new research being conducted into the period known as the Wars of the Roses. This course asks students to engage with the latest work on this exciting and tumultuous period.,"Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/writing-drama-online?code=O24P490CRV,Writing Drama (Online),Available,Online - flexible- Short courses,A creative and critical course helping you develop your passion for drama into the craft of dramatic writing.,"Mon 28 Apr 2025- 11 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/geology-in-the-field?code=O24P517GEW,Geology in the Field,Available,In-person weekly- Short courses,Develop a practical understanding of geological landscapes in Oxfordshire and adjacent counties. See the rock outcrops and learn techniques for geological fieldwork by visiting geological localities within driving distance of Oxford.,"Tue 06 May 2025- Tue 10 Jun 2025, 10:30am - 12:30pm",6 meetings
https://www.conted.ox.ac.uk/courses/ancestral-voices-the-earliest-english-literature-online?code=O24P481LTV,Ancestral Voices: The Earliest English Literature (Online),Available,Online - flexible- Short courses,"This course introduces you to Old English literature: from tales of heroism, courage and fellowship, to poignant elegies of love and loss.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/exploring-the-universe-online?code=O24P463PYV,Exploring the Universe (Online),Available,Online - flexible- Short courses,"How old is the universe? How unusual is the Solar System? How will it all end? Oxford astronomers Chris Lintott and Robert Simpson provide an overview of the last 13.7 billion years of cosmic evolution, answering these questions and more.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/henry-viii-online?code=O24P528HIV,Henry VIII (Online),Available,Online - flexible- Short courses,"The reign of Henry VIII transformed British history. This course charts the political, religious and cultural changes of the period.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/jane-austen-online?code=O24P487LTV,Jane Austen (Online),Available,Online - flexible- Short courses,"Many readers enjoy Austen's novels, but what makes them so special and enduring?","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/learning-to-look-at-modern-art-online?code=O24P316ARV,Learning to Look at Modern Art (Online),Available,Online - flexible- Short courses,"This course will seek to provide guidelines about how to look at modern art in an open-minded, critical and analytical way.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/learning-to-look-at-western-architecture-online?code=O24P475HCV,Learning to Look at Western Architecture (Online),Available,Online - flexible- Short courses,This course is designed to enable you to 'read' the architecture of the Western world in a critically informed way.,"Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/learning-to-look-at-the-visual-arts-online?code=O24P306ARV,Learning to Look at the Visual Arts (Online),Available,Online - flexible- Short courses,"This course offers you the opportunity to learn how to study and analyse paintings, drawings and prints, and learn the 'language of looking'.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/political-philosophy-an-introduction-online?code=O24P469PHV,Political Philosophy: An Introduction (Online),Available,Online - flexible- Short courses,"Political philosophy contains some of the greatest writings in the Western intellectual tradition. This online course introduces you to the central questions concerning the state, by means of classical and contemporary texts.","Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/ritual-and-religion-in-prehistory-online?code=O24P467AHV,Ritual and Religion in Prehistory (Online),Available,Online - flexible- Short courses,How can we begin to understand the spiritual lives of prehistoric people? When do religious ideologies first appear on the human evolutionary timescale? Using both anthropology and archaeological evidence these and many other questions are examined.,"Wed 07 May 2025- 18 Jul 2025, ",NA
https://www.conted.ox.ac.uk/courses/van-eyck-to-memling-northern-renaissance-art-c1430-1480-online?code=O24P640ARV,Van Eyck to Memling: Northern Renaissance Art c.1430-1480 (Online),Available,Online - flexible- Short courses,"The work of northern Renaissance artists is often incredibly beautiful, with marvellous colours and textures. But there is much more to their work than simple aesthetics, for it evolved from an intriguing range of religious and cultural beliefs.","Wed 07 May 2025- 18 Jul 2025, ",NA
